product_link,product_savings,image_url,title,indigo_link,author,book_type,availability_value,strike_price,listprice_label,prominent_price,release_year,category,description
https://www.chapters.indigo.ca/en-ca/books/a-mothers-reckoning-living-in/9781101902752-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a11%3a,save 32%,https://dynamic.indigoimages.ca/books/1101902752.jpg?width=140&quality=85&maxheight=180&sale=32&lang=en&z=2.31.2.2.31.1.10069-8,A Mother's Reckoning: Living In The Aftermath Of Tragedy,https://www.chapters.indigo.ca/en-ca/books/a-mothers-reckoning-living-in/9781101902752-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a11%3a,Sue Klebold,Hardcover,In stock online,37,list price,25,1995,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-high-mountains-of-portugal/9780345809438-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a12%3a,save 37%,https://dynamic.indigoimages.ca/books/0345809432.jpg?width=140&quality=85&maxheight=180&sale=37&lang=en&z=2.31.2.2.31.1.10069-8,The High Mountains Of Portugal: A Novel,https://www.chapters.indigo.ca/en-ca/books/the-high-mountains-of-portugal/9780345809438-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a12%3a,Yann Martel,Hardcover,In stock online,32,list price,20,1996,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/morning-star-book-iii-of/9780345539847-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a13%3a,save 39%,https://dynamic.indigoimages.ca/books/0345539842.jpg?width=140&quality=85&maxheight=180&sale=39&lang=en&z=2.31.2.2.31.1.10069-8,Morning Star: Book III Of The Red Rising Trilogy,https://www.chapters.indigo.ca/en-ca/books/morning-star-book-iii-of/9780345539847-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a13%3a,Pierce Brown,Hardcover,In stock online,33,list price,20,1997,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/brotherhood-in-death-in-death/9780399170898-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a14%3a,save 44%,https://dynamic.indigoimages.ca/books/0399170898.jpg?width=140&quality=85&maxheight=180&sale=44&lang=en&z=2.31.2.2.31.1.10069-8,Brotherhood In Death: In Death,https://www.chapters.indigo.ca/en-ca/books/brotherhood-in-death-in-death/9780399170898-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a14%3a,J. D. Robb,Hardcover,In stock online,36,list price,20,1998,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-widow/9780143197607-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a15%3a,save 16%,https://dynamic.indigoimages.ca/books/0143197606.jpg?width=140&quality=85&maxheight=180&sale=16&lang=en&z=2.31.2.2.31.1.10069-8,The Widow,https://www.chapters.indigo.ca/en-ca/books/the-widow/9780143197607-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a15%3a,Fiona Barton,Trade Paperback,In stock online,24,list price,20,1999,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-oh-she-glows-cookbook/9780143187226-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a16%3a,save 37%,https://dynamic.indigoimages.ca/books/0143187228.jpg?width=140&quality=85&maxheight=180&sale=37&lang=en&z=2.31.2.2.31.1.10069-8,The Oh She Glows Cookbook: Vegan Recipes To Glow From The Inside Out,https://www.chapters.indigo.ca/en-ca/books/the-oh-she-glows-cookbook/9780143187226-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a16%3a,Angela Liddon,Trade Paperback,In stock online,32,list price,20,2000,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/tropical-world-a-coloring-book/9781454709138-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a17%3a,save 11%,https://dynamic.indigoimages.ca/books/1454709138.jpg?width=140&quality=85&maxheight=180&sale=11&lang=en&z=2.31.2.2.31.1.10069-8,Tropical World: A Coloring Book Adventure,https://www.chapters.indigo.ca/en-ca/books/tropical-world-a-coloring-book/9781454709138-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a17%3a,Millie Marotta,Trade Paperback,In stock online,16.95,list price,15,2001,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/secret-garden-an-inky-treasure/9781780671062-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a18%3a,save 11%,https://dynamic.indigoimages.ca/books/1780671067.jpg?width=140&quality=85&maxheight=180&sale=11&lang=en&z=2.31.2.2.31.1.10069-8,Secret Garden: An Inky Treasure Hunt And Coloring Book,https://www.chapters.indigo.ca/en-ca/books/secret-garden-an-inky-treasure/9781780671062-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a18%3a,Johanna Basford,Trade Paperback,In stock online,22.5,list price,20,2002,fiction,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/dragonfly-in-amber-tv-tie/9780385686525-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a19%3a,save 34%,https://dynamic.indigoimages.ca/books/0385686528.jpg?width=140&quality=85&maxheight=180&sale=34&lang=en&z=2.31.2.2.31.1.10069-8,"Dragonfly In Amber, Tv Tie-in",https://www.chapters.indigo.ca/en-ca/books/dragonfly-in-amber-tv-tie/9780385686525-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a19%3a,Diana Gabaldon,Trade Paperback,In stock online,22.95,list price,15,2003,health,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/the-liar/9780425279151-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a20%3a,save 31%,https://dynamic.indigoimages.ca/books/0425279154.jpg?width=140&quality=85&maxheight=180&sale=31&lang=en&z=2.31.2.2.31.1.10069-8,The Liar,https://www.chapters.indigo.ca/en-ca/books/the-liar/9780425279151-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a20%3a,Nora Roberts,Trade Paperback,In stock online,22,list price,15,2004,biography,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
https://www.chapters.indigo.ca/en-ca/books/shes-not-there/9780385677424-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a21%3a,save 34%,https://dynamic.indigoimages.ca/books/0385677421.jpg?width=140&quality=85&maxheight=180&sale=34&lang=en&z=2.31.2.2.31.1.10069-8,She's Not There,https://www.chapters.indigo.ca/en-ca/books/shes-not-there/9780385677424-item.html?ref=by-shop%3abooks%3aholiday15-hot100%3aalcove-books-carousel%3a21%3a,Joy Fielding,Trade Paperback,In stock online,22.95,list price,15,2005,romance,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Nam cursus. Morbi ut mi. Nullam enim leo, egestas id, condimentum at, laoreet mattis, massa. Sed eleifend nonummy diam. Praesent mauris ante, elementum et, bibendum at, posuere sit amet, nibh. Duis tincidunt lectus quis dui viverra vestibulum. Suspendisse vulputate aliquam dui. Nulla elementum dui ut.       Augue. Aliquam vehicula mi at mauris. Maecenas placerat, nisl at consequat rhoncus, sem nunc gravida justo, quis eleifend arcu velit quis lacus. Morbi magna magna, tincidunt a, mattis non, imperdiet vitae, tellus. Sed odio est, auctor ac, sollicitudin in, consequat vitae, orci. Fusce id felis. Vivamus sollicitudin metus eget eros. Pellentesque habitant morbi."
